index,sha256,filename,path,lectures,topics,relevance
257,84b20c04585a1d9b166ff116b23f2e9ec697630143e66861161e33db8235ee31,P068 Pulmonary Hypertension 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P068 Pulmonary Hypertension 01.jpeg,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary hypertension | histopathology,Shows severe small-vessel remodeling in pulmonary hypertension.
258,1808f7125059bed01738443c09de7cc954463cde27d9676a057c65e6e69af983,P068 Pulmonary Hypertension 02.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P068 Pulmonary Hypertension 02.jpeg,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary vascular remodeling | diagram,Schematic comparison of normal and remodeled pulmonary arteries.
259,3186643945406288e02f9a7ce74bfb5a2940681dea1d8c44bd45e0ee69fa6412,P069 Pneumothorax Pathophysiology 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P069 Pneumothorax Pathophysiology 01.jpeg,P38 - Mystery Illness Review Session - Interactive Workshop,pneumothorax | mechanism,Mechanism diagram shows pleural air separating visceral and parietal pleura.
260,ad73e0a165ad9f99b50c988cbf020ebcd39db9f7656b1ae227390c1a68b7d885,P071 Pulmonary Edema 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P071 Pulmonary Edema 01.jpeg,P14 - Introduction to Pulmonary Pathophysiology,pulmonary edema | alveolar fluid | pathology,Histology highlights proteinaceous alveolar fluid in pulmonary edema.
261,d3a4c25c19b55f5d13458c854e51fab6f7d24e9f135a09d3620ad705e2892d4e,P073 Exercise Breathing 02.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P073 Exercise Breathing 02.png,P8 - Control of Ventilation,Exercise Breathing 02,Visually verified course-aligned reference for Control of Ventilation: Exercise Breathing 02.
262,51d36df20068e665f90e5c0910d7aecc37c7ed02e6adab6dbb63cc8aac367a93,P088 Air Flow and Pressure Changes - Quiet Breathing.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P088 Air Flow and Pressure Changes - Quiet Breathing.png,"P11 - Physiology Practice Question Review | P4 - Mechanics, Compliance and Ventilation",Air Flow and Pressure Changes Quiet Breathing,Visually verified course-aligned reference for Physiology Practice Question Review: Air Flow and Pressure Changes Quiet Breathing.
263,e3b707ac07b040e03f3a96128c6c22531f30e238e0f7858d92e9028944290242,P102 Barrel Chest.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P102 Barrel Chest.png,P12 - Approach to Pulmonary Abnormalities,inspection | barrel chest | COPD,Focused normal-versus-barrel-chest comparison showing increased anteroposterior diameter in COPD.
264,74ed13f054c7714fcc3feb33c8427964a599edf48d66a9693bd8a8c9565bb947,P158 Pulmonary Hypertension - Diagnosis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P158 Pulmonary Hypertension - Diagnosis.png,P14 - Introduction to Pulmonary Pathophysiology | P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary hypertension | echocardiography | right heart,Echocardiographic view illustrates right-sided chamber enlargement in pulmonary hypertension.
265,d50a8624e3680b1e58fca820a29c0bc6f8516fa0c4fe3050b2fd402d0af09d63,P159 Pulmonary Hypertension - Pathology Findings.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P159 Pulmonary Hypertension - Pathology Findings.png,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary hypertension | pathology,Comparison of pulmonary vascular pathology patterns.
266,aae572d9313cea92944c85cada05e3e1ffa94a44213d8b5809a188757ed93858,P168 Plexiform Lesions.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P168 Plexiform Lesions.png,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,plexiform lesion | histology,Multipanel histology of plexiform lesions.
267,f08a9238b0c5bab99fbab4ca6186c37c2c700bfe76f2399cdfd5e1cb9a998b77,P190 Shunt.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P190 Shunt.png,P10 - Physiology Six-Case Workshop | P11 - Physiology Practice Question Review,Shunt,Visually verified course-aligned reference for Physiology Six-Case Workshop: Shunt.
268,ceb78e3ce88089a8b36073409cb1dbd7a3453671d5e0f234b16153167b838acd,P195 Dead Space.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P195 Dead Space.png,"P10 - Physiology Six-Case Workshop | P11 - Physiology Practice Question Review | P4 - Mechanics, Compliance and Ventilation | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia",Dead Space,Visually verified course-aligned reference for Physiology Six-Case Workshop: Dead Space.
269,337cddb61cfc236cc4d79100ca2aef444a2750ab0fbcfe8ec5f4c6caee48c613,P214 Pulse Oximetry.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P214 Pulse Oximetry.png,P21 - Overview of Sleep Disorders,pulse oximetry | screening,Clinical photograph identifies the pulse-oximetry tool used for overnight oxygen screening.
270,a3eea754f7d99624df68b14d10676d635ab08ddf94f392b68ab26b87ba008a29,P227 a-a Gradient.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P227 a-a Gradient.png,"P10 - Physiology Six-Case Workshop | P17 - Introduction to Respiratory Pathophysiology | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia",a a Gradient,Visually verified course-aligned reference for Physiology Six-Case Workshop: a a Gradient.
271,72b67565ce6b2b67f9e1bc050c81d80b8a6683d95fba58a0a29b68b5db49c8e1,P279 Lung Auscultation 01.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P279 Lung Auscultation 01.png,P12 - Approach to Pulmonary Abnormalities | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,auscultation | percussion | fremitus | pneumothorax | emphysema,"Integrated fremitus, percussion, breath/voice-sound, and tracheal-deviation patterns for emphysema and pneumothorax states."
272,971e67471bd497e71e5aa6bc23896cce4949b97f5d59d02468f22dd2aa463f22,P279 Lung Auscultation 02.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P279 Lung Auscultation 02.png,P12 - Approach to Pulmonary Abnormalities | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,auscultation | percussion | fremitus | pleural effusion | consolidation | atelectasis,"Integrated physical-exam patterns for pleural effusion, pleural thickening, consolidation, and atelectasis."
273,8791c85411c906a82899ecc23397b6497b1c70d9bc57351692f6575aec2de12c,P288 Fremitus 01.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P288 Fremitus 01.png,P12 - Approach to Pulmonary Abnormalities | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,palpation | tactile fremitus,Shows correct hand placement for palpating tactile fremitus.
274,839cf51e020c5a03f4d7d88974cd7f69587a7629f71c279e2f509b30b05da0f6,P289 Tracheal Deviation 01.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P289 Tracheal Deviation 01.png,P12 - Approach to Pulmonary Abnormalities,inspection | tracheal deviation | atelectasis,Shows tracheal/mediastinal deviation toward ipsilateral volume loss in atelectasis.
275,8c6e6c6d8799bb45d5920201bbbcb5fc4d13611143893433b396014ad1340324,P289 Tracheal Deviation 02.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P289 Tracheal Deviation 02.png,P12 - Approach to Pulmonary Abnormalities | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,inspection | tracheal deviation | tension pneumothorax,Shows tracheal/mediastinal deviation away from a tension pneumothorax.
276,836961bed57df48e972fcc61973003457867152056be072cd728da681754ebb4,P292 Nail Clubbing 02.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P292 Nail Clubbing 02.png,P16 - Mystery Illness Review Video,P292 Nail Clubbing 02,Visually verified aid for the P16 history/examination pattern and structural or suppurative-airway differential: P292 Nail Clubbing 02.
277,026b57af8d1ca794920f3dd3c172ca75b3153e8a6296fdeb3f55e57092506ca3,P297 Spirometry.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P297 Spirometry.png,P37 - Advanced Spirometry Review - Interactive Workshop,spirometry | equipment | forced maneuver,Clinical photograph anchors patient positioning and the coached forced spirometry maneuver.
278,100ac9f5aa5b5267149ea0d2a23f4d70e837b798774ff1c77e23abb85a160795,P324_Chronic_Bronchitis_-_Pathophysiology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P324_Chronic_Bronchitis_-_Pathophysiology.png,P19 - Obstructive Diseases and Airway Diseases,chronic bronchitis | COPD | gas exchange,Contrasts healthy airways and alveoli with mucus-obstructed chronic bronchitis and emphysematous gas-exchange loss.
279,e6bc8b53e1304ce8cf099156ca5b2e5efcec0730b8cf4231bc0d971f825fd754,P346_Asthma_Pathology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P346_Asthma_Pathology.png,P19 - Obstructive Diseases and Airway Diseases | P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology) | Pulmonary - Comprehensive Study Guide,asthma | airway narrowing | mucus,"Clear airway cross-section comparison showing smooth-muscle constriction, inflammation, and mucus during asthma exacerbation."
280,2f8c03f034319816e03a38af4ae2bcacf3f849d70d57cfae8dd273beae86915a,P349_Bronchiectasis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P349_Bronchiectasis.png,P19 - Obstructive Diseases and Airway Diseases,bronchiectasis | airway dilation | mucociliary clearance,Schematic shows permanent airway dilation and impaired clearance in bronchiectasis.
281,e1d5d48f01c60edc544503ea3e61d4c16ae059821235ce5a3e05178e8dfb87b7,P386 COPD and Asthma - Medication Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P386 COPD and Asthma - Medication Overview.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,drug classes | generic-name recognition | asthma | COPD,Compact class tree connects the major asthma and COPD drug classes to the exemplar generic drugs emphasized in the lecture.
282,43a2122217c2976cc414d8acb550d970e2d715547c8b166131a1b8875c482cff,P388 Muscarinic Antagonists.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P388 Muscarinic Antagonists.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,COPD | muscarinic antagonists | tiotropium | ipratropium,Mechanism diagram shows exaggerated vagal bronchoconstriction in COPD and its reversal by muscarinic antagonism.
283,269970340af720a749e544a9961462913751cb782bd6c3151d3206388285bb73,P389 Corticosteroids - Steroids.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P389 Corticosteroids - Steroids.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,corticosteroids | gene transcription | airway inflammation,Nuclear mechanism diagram shows glucocorticoid-receptor signaling and repression of NF-kappa-B-driven inflammatory genes.
284,535316fd21bae73ee86af36d05dcb05b0823418f419c71e3ccf2360febdea19e,P391 Inhaled Steroids 01.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P391 Inhaled Steroids 01.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,oral candidiasis | inhaled corticosteroids | adverse effects,"Clinical photograph provides a clear visual example of oral candidiasis, the major local ICS complication taught."
285,00019f78cb35f3b532986a29447111ddfa6a005eec1f0818f59b1f4562a9e08a,P391 Inhaled Steroids 02.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P391 Inhaled Steroids 02.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,inhaler technique | spacer | drug delivery,"Photograph demonstrates inhaler-with-spacer delivery, which the lecture uses to reduce coordination problems and oropharyngeal deposition."
286,44f82c370d399606e6d27d59c99f11795eb0a8cb81f3f3812326a36b6bda4c9c,P392 Targeted Asthma Drugs.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P392 Targeted Asthma Drugs.png,P22-23 - Drugs Used for Treatment of Asthma and COPD | P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),montelukast | zileuton | leukotrienes | aspirin-sensitive asthma,Pathway diagram distinguishes zileuton inhibition of 5-lipoxygenase from montelukast blockade of the cysteinyl-leukotriene receptor.
287,8c3e1ec32b52c528db047ec47d2510292ad5eb9b05c51683d3bf671b2ddb8678,P393 Targeted Asthma Drugs.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P393 Targeted Asthma Drugs.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,omalizumab | IgE | allergic asthma | biologics,Focused biologic diagram shows omalizumab interrupting IgE-driven mast-cell and inflammatory-cell signaling.
288,698fc8bfa440883823eb0f8709879021d54e3234ea2b88292c22282f16a900c8,P397 Theophylline.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P397 Theophylline.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,theophylline | therapeutic window | toxicity,Concentration-time graph clearly shows theophylline's narrow therapeutic window between minimum effective and toxic concentrations.
289,9f66d58fe158f0a475b0c4626636f97578ca0c16b2415a41405c8e0a81c6d0ed,P407 COPD Chronic Therapy.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P407 COPD Chronic Therapy.png,P22-23 - Drugs Used for Treatment of Asthma and COPD,nebulizer | COPD | drug delivery | older adults,"Clinical illustration shows nebulized respiratory therapy in an older patient, matching the lecture's delivery discussion for weak or poorly coordinated patients."
290,f8015ae573f8225f63d0526265cd3cd2f864c152f3e6e4fafcefc8be8be6d50b,P413 Four Lobar Stages.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P413 Four Lobar Stages.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement",Pathology,"P26.2 (p.7) names the four classic pathologic phases of lobar pneumonia; this diagram depicts congestion and red hepatization, the first two named stages"
291,41a132a8f0667219e183afd91599f4e5d976dd8930dbc81090f25c996438eb70,P414 Four Lobar Stages.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P414 Four Lobar Stages.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement",Pathology,"P26.2 (p.7) names the four classic pathologic phases of lobar pneumonia; this companion diagram depicts gray hepatization and resolution, the remaining two named stages"
292,3a9a89a8cf83e07e0745be031e3b0dc441ef442cfd5eb3459c1dda6d9470503a,P441 Influenza Virus.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P441 Influenza Virus.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,influenza | respiratory virus | vaccination,Clear virion image anchors the acute-influenza case and vaccine-preventable illness section.
293,d1bbc3278e88d298c23667283b7753b3fdcd97126cfcd1148a598b6ebbed1af0,P443 CMV.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P443 CMV.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement",Pathology | Diagnostics,P26.2 (p.15) explicitly names CMV and adenovirus as viruses producing characteristic nuclear inclusions aiding diagnosis; this histology shows the classic CMV owl-eye intranuclear inclusion
294,db9ea742cefce5f09664ff86498ac20fb971228f05ac8444e2d1c5f6cd4620a4,P444 RSV - Respiratory Syncytial Virus.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P444 RSV - Respiratory Syncytial Virus.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,RSV | bronchiolitis | vaccination,Illustrates RSV infection and bronchiolitis relevant to vaccine-preventable respiratory disease.
295,302b041d57f2ac8a38217583f84d48c7ab2fd6dfda3cb11d3125df10c4e12cbd,P449 Klebsiella Pneumonia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P449 Klebsiella Pneumonia.png,P28 - Microbiology of Pneumonia - Bacterial Infections,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for P449 Klebsiella Pneumonia
296,eda44dd65349287adaa8083724da27aac55fc53095380a85f63e39d8ab71a432,P450 Lung Abscess.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P450 Lung Abscess.png,P26.2 - Lung Infections - Pathology Review and Study Supplement | P27 - Radiology of Pulmonary Infections and Lung Cancer | P27.2 - Chest X-Ray Final Review | P31 - Review of Pneumonia - Pathology and Pharmacology,lung abscess | cavitation | pneumonia complication,Demonstrates a cavitary lung abscess as a complication and differential of pneumonia.
297,816e32dc2f96396ad835a17e612fc85821c7287c440ba6396a3aa4fd54d7bb5e,P472 Transudate Vs. Exudate - Diagnosis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P472 Transudate Vs. Exudate - Diagnosis.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care | P31 - Review of Pneumonia - Pathology and Pharmacology,pleural fluid analysis | Light criteria | thoracentesis,Pleural-fluid diagnostic algorithm reinforces classification after thoracentesis.
298,67cfd6f95d63fd19331650d515621f7add2d18860154cd6d2ab81619c1ca228e,P473 Thoracentesis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P473 Thoracentesis.png,P14 - Introduction to Pulmonary Pathophysiology | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care | P31 - Review of Pneumonia - Pathology and Pharmacology,thoracentesis | pleural fluid | diagnostic procedure,Shows patient positioning and needle trajectory for thoracentesis.
299,eaa668a26d9c77818377f0844d6e98d4c4dee3c7874f29a91464f12459b676a1,P489 Squamous Cell Carcinoma.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P489 Squamous Cell Carcinoma.png,P14 - Introduction to Pulmonary Pathophysiology,squamous cell carcinoma | keratin pearl | histology,Keratin pearl histology supports recognition of pulmonary squamous cell carcinoma.
300,6323b2eb6b11e76000f9619704f5727e6ad8dc2b73f3813b91d8a288db8e339c,P490 Adenocarcinoma.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P490 Adenocarcinoma.png,P14 - Introduction to Pulmonary Pathophysiology,adenocarcinoma | gland formation | histology,Gland-forming histology supports recognition of pulmonary adenocarcinoma.
301,0ed0c9bac2d728f6a28d44bd5726faf6e3c34223348022d64bc22a4700b5c833,P495 Carcinoid Tumor.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P495 Carcinoid Tumor.png,P14 - Introduction to Pulmonary Pathophysiology,carcinoid tumor | neuroendocrine tumor | histology,Chromogranin-positive neuroendocrine staining illustrates pulmonary carcinoid tumor.
302,be8dfa13e2a99a921c8b1c2b4d9f8ce6faf51c2c84b447f2a152c5a5779a7c83,P503 Metastatic Lung Cancer.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P503 Metastatic Lung Cancer.png,P27 - Radiology of Pulmonary Infections and Lung Cancer | P27.2 - Chest X-Ray Final Review,Diagnostics | Pathology,"P27.2's 74yo M case (bowel cancer, weight loss, anemia) shows multiple dense opacities of varying size scattered through both lung fields from hematogenous metastases; this axial CT shows the classic bilateral rounded 'cannonball' metastasis pattern the lecture uses to teach hematogenous spread, distinct from the primary/central cancer images already selected."
303,737b7aef717e90e5d29d912928d203ac981167ee8aec6f6fc5d916fabda45ed2,P513 Central Sleep Apnea.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P513 Central Sleep Apnea.png,P21 - Overview of Sleep Disorders,CSA | Cheyne-Stokes | heart failure,Waveform illustrates crescendo-decrescendo Cheyne-Stokes periodic breathing.
304,8e47e2ed1fd3f5d08a8eb935ea0b5f9af896634b0bca554953aa0aebe58cb558,P514 Central Sleep Apnea - Treatment.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P514 Central Sleep Apnea - Treatment.png,P21 - Overview of Sleep Disorders,positive airway pressure | sleep apnea treatment,Photograph provides a clear study image of positive-airway-pressure therapy.
305,8698a88dc4021c287a8e1bbccb25bbb0ca2606fb720be5b70c201b4b87ff84c1,P515 Obstructive Sleep Apnea.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P515 Obstructive Sleep Apnea.png,P21 - Overview of Sleep Disorders,OSA | airway collapse,Open-versus-obstructed pharyngeal diagram reinforces the airway mechanism.
306,6750e2b91150512edee5b880cf01f82aaab45e7010eb609aadba58e4d3df7dbb,P518 Sleep Apnea - Diagnosis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P518 Sleep Apnea - Diagnosis.png,P21 - Overview of Sleep Disorders,polysomnography | diagnosis,Illustration depicts laboratory polysomnography and multichannel monitoring.
307,1cbf8b20a70fefbb1573c83e25dd0385b032e1c168b7f7ec61dba544909565a3,P523 CFTR - Cystic Fibrosis Transmembrane Regulator.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P523 CFTR - Cystic Fibrosis Transmembrane Regulator.png,P38 - Mystery Illness Review Session - Interactive Workshop,CFTR | ion transport,Membrane-channel diagram places CFTR within epithelial ion transport.
308,a680c94e2bb0a5ba1a7f2a63319ad2c27c06c8e45937a651f297a22b75fb9616,P527 Cystic Fibrosis - Pathophysiology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P527 Cystic Fibrosis - Pathophysiology.png,P38 - Mystery Illness Review Session - Interactive Workshop,CF | bronchiectasis | mucus,Airway cross-sections compare normal clearance with dilated mucus-obstructed CF airways.
309,f9ea981256cf9467df331e34d50eac777d3865a8329d4535ce8df51ea710b0f3,P552 Mycobacterium Tuberculosis - Transmission.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P552 Mycobacterium Tuberculosis - Transmission.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,tuberculosis | airborne transmission | prevention,Diagram illustrates airborne transmission of Mycobacterium tuberculosis.
310,2249ab456e099b3a14facc1385b284dd836ec4ba07e6e63f8cd79a19166b725b,P557 Granulomas.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P557 Granulomas.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",Pathology,"P26.2 (p.17-18) dedicates two slides to the anatomy of a necrotizing granuloma (central caseous necrosis, epithelioid macrophage rim, lymphoid collar); this high-resolution histology clearly shows all of those labeled zones"
311,2496a2a23ae8e6564b89e0de1e0f4cc1ba3138ca52577238e97c42429c2c8c16,P559 Ghon Foci 02.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P559 Ghon Foci 02.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",Pathology | Diagnostics,P26.2 (p.16) teaches the pathogenesis of the Ghon complex/Ghon focus with a labeled chest radiograph; this is a clearly arrow-labeled Ghon focus CXR matching that specific teaching point
312,6dc164e4923e7d5fd154b69aebed463719a9e1144ca6b0017327f311b7157761,P570 Tuberculin Skin Testing - TST.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P570 Tuberculin Skin Testing - TST.png,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,tuberculin skin test | latent tuberculosis infection | induration,Clinical photograph demonstrates positive induration after tuberculin skin testing.
313,3e40567fe095240112ced94df29117a333fa8906724b44bb9fc5eddf0bce2c49,P606 D-Dimer.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P606 D-Dimer.png,P13 - Pulmonary Problem Solving Exercise Part 1,D-dimer | pulmonary embolism | biomarker,Illustrates D-dimer as a fibrin-degradation product used in low/intermediate-risk pulmonary-embolism evaluation.
314,ba9e983c8d1b45add1136a6c87343ae2f7c1281bb020d755d9830a9b6657c7e7,P613 Pulmonary Embolism - Diagnosis CT Angiogram.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P613 Pulmonary Embolism - Diagnosis CT Angiogram.png,P10 - Physiology Six-Case Workshop | P39 - Clinical Pathology & Imaging - Interactive Workshop,Pulmonary Embolism Diagnosis CT Angiogram,Visually verified course-aligned reference for Physiology Six-Case Workshop: Pulmonary Embolism Diagnosis CT Angiogram.
315,a31bc36f4ce3b5aeb3d603535b05d8df1636bda8459c25f526e5e4a190cd46fd,Paracoccidioidomycosis Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Paracoccidioidomycosis Histology.png,P30 - Microbiology of Pneumonia - Fungal Infections,Pathology | Microbiology | Pharmacology,Provides a verified lecture-aligned visual anchor for Paracoccidioidomycosis Histology
316,9bdcccc9adf10dd5d0f214ccd18d66b3330036b407e2a2ed6fdf4a3b2ed0db2d,Parapneumonic-Effusion.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Parapneumonic-Effusion.jpg,P31 - Review of Pneumonia - Pathology and Pharmacology,parapneumonic effusion | CT | X-ray,Shows pneumonia complicated by pleural fluid on radiograph and CT.
317,e5ef76afe205d4c6bd09ccaf6e1ed39c4f9d94207d53095840dd764da7800a64,Pathogenesis-of-Asthma.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pathogenesis-of-Asthma.jpg,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),asthma | type 2 inflammation | late phase,Early- and late-phase allergic asthma pathway with mast cells and eosinophils.
318,701fb0cd079048eaabdca70addcd83abeaf0d76dc066c9a49396e9910b5e1306,pathogenesis-of-bronchiectasis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/pathogenesis-of-bronchiectasis.jpg,P14 - Introduction to Pulmonary Pathophysiology | P16 - Mystery Illness Review Video | P19 - Obstructive Diseases and Airway Diseases,bronchiectasis | airway inflammation | infection,Depicts the infection-inflammation-airway damage cycle that drives bronchiectasis.
319,fd4dc9f8d65de5076ba9341d9e16d532ae3e00e4c003039403556d66f56bc70e,Pathogenesis-of-Pulmonary-Arterial-Hypertension.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pathogenesis-of-Pulmonary-Arterial-Hypertension.png,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,PAH | vascular remodeling | pathogenesis,Diagram of progressive medial/intimal remodeling through complex plexiform disease.
320,944799f8eda59906be55c48a26e3ce1c4f6726e9877025f0b9dff813a1507c1e,Pathological-Breathing-Patterns-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pathological-Breathing-Patterns-Table.png,P8 - Control of Ventilation,Pathological Breathing Patterns Table,Visually verified course-aligned reference for Control of Ventilation: Pathological Breathing Patterns Table.
321,81f84043b899e658ae5a88cae3f57645293e32225574eade55a7c88673012bc3,Pathophysiology of acute respiratory distress syndrome (ARDS).jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pathophysiology of acute respiratory distress syndrome (ARDS).jpg,P14 - Introduction to Pulmonary Pathophysiology | P17 - Introduction to Respiratory Pathophysiology | P35 - Acute Respiratory Failure | P39 - Clinical Pathology & Imaging - Interactive Workshop,ARDS | diffuse alveolar damage | hyaline membranes,Sequential diagram shows progression from epithelial injury to diffuse alveolar damage and hyaline membranes.
322,93a3ca749d14089a0d2902c4c83b5839e0c50c184b86c7049c334aacd28d07a0,Peak-Flow-Meter-PersonalBest-with-Zone-Markers.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P37 - Advanced Spirometry Review - Interactive Workshop/Web Sources/Peak-Flow-Meter-PersonalBest-with-Zone-Markers.jpg,Pulmonary - Comprehensive Study Guide,P34 | P37 | asthma monitoring | peak flow meter,Clinical photograph identifies a home peak-flow meter and its action-zone markers.
323,b870305050dcb1ee6e969dc1d6e63af14ad887b9c17ccb423e944aeb24ecba88,Perfusion-vs-Diffusion-Limited-Gas-Uptake.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Perfusion-vs-Diffusion-Limited-Gas-Uptake.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport | P9 - Pulmonary Physiology Review",Perfusion vs Diffusion Limited Gas Uptake,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: Perfusion vs Diffusion Limited Gas Uptake."
